Found 294 large rooms
Found 1710 rooms in total
AcrosstheCape.map.scen	total-time	0.000312	max-time-step	0.000312	time-20-moves	0.000312	total-len	1040.348800	subopt	1.058471	valid
AcrosstheCape.map.scen	total-time	0.000838	max-time-step	0.000838	time-20-moves	0.000838	total-len	1118.413800	subopt	1.139176	valid
AcrosstheCape.map.scen	total-time	0.000333	max-time-step	0.000333	time-20-moves	0.000333	total-len	1118.532200	subopt	1.140755	valid
AcrosstheCape.map.scen	total-time	0.000403	max-time-step	0.000403	time-20-moves	0.000403	total-len	1026.845800	subopt	1.039568	valid
AcrosstheCape.map.scen	total-time	0.000408	max-time-step	0.000408	time-20-moves	0.000408	total-len	1069.804400	subopt	1.085675	valid
AcrosstheCape.map.scen	total-time	0.000380	max-time-step	0.000380	time-20-moves	0.000380	total-len	1029.828000	subopt	1.043149	valid
AcrosstheCape.map.scen	total-time	0.000385	max-time-step	0.000385	time-20-moves	0.000385	total-len	1123.200800	subopt	1.140485	valid
AcrosstheCape.map.scen	total-time	0.000355	max-time-step	0.000355	time-20-moves	0.000355	total-len	1126.242200	subopt	1.141338	valid
AcrosstheCape.map.scen	total-time	0.000347	max-time-step	0.000347	time-20-moves	0.000347	total-len	1118.082400	subopt	1.132070	valid
AcrosstheCape.map.scen	total-time	0.000338	max-time-step	0.000338	time-20-moves	0.000338	total-len	1033.544000	subopt	1.047108	valid
AcrosstheCape.map.scen	total-time	0.000326	max-time-step	0.000326	time-20-moves	0.000326	total-len	1059.047000	subopt	1.073442	valid
AcrosstheCape.map.scen	total-time	0.000581	max-time-step	0.000581	time-20-moves	0.000581	total-len	1080.271800	subopt	1.097053	valid
AcrosstheCape.map.scen	total-time	0.000405	max-time-step	0.000405	time-20-moves	0.000405	total-len	1078.899000	subopt	1.095772	valid
AcrosstheCape.map.scen	total-time	0.000356	max-time-step	0.000356	time-20-moves	0.000356	total-len	1038.834000	subopt	1.048459	valid
AcrosstheCape.map.scen	total-time	0.000413	max-time-step	0.000413	time-20-moves	0.000413	total-len	1028.159400	subopt	1.039516	valid
AcrosstheCape.map.scen	total-time	0.000793	max-time-step	0.000793	time-20-moves	0.000793	total-len	1142.626800	subopt	1.156403	valid
AcrosstheCape.map.scen	total-time	0.000263	max-time-step	0.000263	time-20-moves	0.000263	total-len	1036.626800	subopt	1.047838	valid
AcrosstheCape.map.scen	total-time	0.000388	max-time-step	0.000388	time-20-moves	0.000388	total-len	1037.621000	subopt	1.048775	valid
AcrosstheCape.map.scen	total-time	0.000400	max-time-step	0.000400	time-20-moves	0.000400	total-len	1028.271800	subopt	1.038070	valid
AcrosstheCape.map.scen	total-time	0.000523	max-time-step	0.000523	time-20-moves	0.000523	total-len	1033.786600	subopt	1.042599	valid
AcrosstheCape.map.scen	total-time	0.000498	max-time-step	0.000498	time-20-moves	0.000498	total-len	1039.301400	subopt	1.051807	valid
AcrosstheCape.map.scen	total-time	0.000758	max-time-step	0.000758	time-20-moves	0.000758	total-len	1090.200800	subopt	1.099591	valid
AcrosstheCape.map.scen	total-time	0.000507	max-time-step	0.000507	time-20-moves	0.000507	total-len	1042.964200	subopt	1.054618	valid
AcrosstheCape.map.scen	total-time	0.000357	max-time-step	0.000357	time-20-moves	0.000357	total-len	1073.461200	subopt	1.081900	valid
AcrosstheCape.map.scen	total-time	0.000350	max-time-step	0.000350	time-20-moves	0.000350	total-len	1070.786600	subopt	1.077790	valid
AcrosstheCape.map.scen	total-time	0.000255	max-time-step	0.000255	time-20-moves	0.000255	total-len	1032.047000	subopt	1.040212	valid
AcrosstheCape.map.scen	total-time	0.000413	max-time-step	0.000413	time-20-moves	0.000413	total-len	1060.591400	subopt	1.067065	valid
AcrosstheCape.map.scen	total-time	0.000244	max-time-step	0.000244	time-20-moves	0.000244	total-len	1051.686000	subopt	1.056985	valid
AcrosstheCape.map.scen	total-time	0.000248	max-time-step	0.000248	time-20-moves	0.000248	total-len	1053.283600	subopt	1.059384	valid
AcrosstheCape.map.scen	total-time	0.000420	max-time-step	0.000420	time-20-moves	0.000420	total-len	1047.674200	subopt	1.055968	valid
AcrosstheCape.map.scen	total-time	0.000442	max-time-step	0.000442	time-20-moves	0.000442	total-len	1067.786600	subopt	1.073536	valid
AcrosstheCape.map.scen	total-time	0.000322	max-time-step	0.000322	time-20-moves	0.000322	total-len	1082.561800	subopt	1.090423	valid
AcrosstheCape.map.scen	total-time	0.000381	max-time-step	0.000381	time-20-moves	0.000381	total-len	1063.289600	subopt	1.070397	valid
AcrosstheCape.map.scen	total-time	0.000347	max-time-step	0.000347	time-20-moves	0.000347	total-len	1081.189000	subopt	1.082234	valid
AcrosstheCape.map.scen	total-time	0.000356	max-time-step	0.000356	time-20-moves	0.000356	total-len	1069.372400	subopt	1.072114	valid
AcrosstheCape.map.scen	total-time	0.000328	max-time-step	0.000328	time-20-moves	0.000328	total-len	1044.555800	subopt	1.048734	valid
AcrosstheCape.map.scen	total-time	0.000376	max-time-step	0.000376	time-20-moves	0.000376	total-len	1051.342800	subopt	1.054564	valid
AcrosstheCape.map.scen	total-time	0.000484	max-time-step	0.000484	time-20-moves	0.000484	total-len	1100.976000	subopt	1.101474	valid
AcrosstheCape.map.scen	total-time	0.000426	max-time-step	0.000426	time-20-moves	0.000426	total-len	1092.236400	subopt	1.092286	valid
AcrosstheCape.map.scen	total-time	0.000597	max-time-step	0.000597	time-20-moves	0.000597	total-len	1054.171200	subopt	1.056230	valid
AcrosstheCape.map.scen	total-time	0.000226	max-time-step	0.000226	time-20-moves	0.000226	total-len	1057.153400	subopt	1.057204	valid
AcrosstheCape.map.scen	total-time	0.000213	max-time-step	0.000213	time-20-moves	0.000213	total-len	1045.165200	subopt	1.049214	valid
AcrosstheCape.map.scen	total-time	0.000365	max-time-step	0.000365	time-20-moves	0.000365	total-len	1045.088400	subopt	1.049281	valid
AcrosstheCape.map.scen	total-time	0.000473	max-time-step	0.000473	time-20-moves	0.000473	total-len	1087.419800	subopt	1.086333	valid
AcrosstheCape.map.scen	total-time	0.000421	max-time-step	0.000421	time-20-moves	0.000421	total-len	1048.976000	subopt	1.045244	valid
AcrosstheCape.map.scen	total-time	0.000289	max-time-step	0.000289	time-20-moves	0.000289	total-len	1050.751200	subopt	1.048999	valid
AcrosstheCape.map.scen	total-time	0.000896	max-time-step	0.000896	time-20-moves	0.000896	total-len	1139.999600	subopt	1.138451	valid
AcrosstheCape.map.scen	total-time	0.000368	max-time-step	0.000368	time-20-moves	0.000368	total-len	1057.615000	subopt	1.054883	valid
AcrosstheCape.map.scen	total-time	0.000376	max-time-step	0.000376	time-20-moves	0.000376	total-len	1081.585400	subopt	1.078125	valid
AcrosstheCape.map.scen	total-time	0.000294	max-time-step	0.000294	time-20-moves	0.000294	total-len	1048.112000	subopt	1.045999	valid
AcrosstheCape.map.scen	total-time	0.000370	max-time-step	0.000370	time-20-moves	0.000370	total-len	1081.431600	subopt	1.078864	valid
AcrosstheCape.map.scen	total-time	0.000335	max-time-step	0.000335	time-20-moves	0.000335	total-len	1104.674200	subopt	1.101238	valid
AcrosstheCape.map.scen	total-time	0.000838	max-time-step	0.000838	time-20-moves	0.000838	total-len	1143.644600	subopt	1.139440	valid
AcrosstheCape.map.scen	total-time	0.000399	max-time-step	0.000399	time-20-moves	0.000399	total-len	1164.029200	subopt	1.156179	valid
AcrosstheCape.map.scen	total-time	0.000385	max-time-step	0.000385	time-20-moves	0.000385	total-len	1069.603200	subopt	1.065257	valid
AcrosstheCape.map.scen	total-time	0.000345	max-time-step	0.000345	time-20-moves	0.000345	total-len	1052.289600	subopt	1.048066	valid
AcrosstheCape.map.scen	total-time	0.000419	max-time-step	0.000419	time-20-moves	0.000419	total-len	1044.260000	subopt	1.038879	valid
AcrosstheCape.map.scen	total-time	0.000427	max-time-step	0.000427	time-20-moves	0.000427	total-len	1101.662400	subopt	1.094222	valid
AcrosstheCape.map.scen	total-time	0.000336	max-time-step	0.000336	time-20-moves	0.000336	total-len	1083.390200	subopt	1.078183	valid
AcrosstheCape.map.scen	total-time	0.000817	max-time-step	0.000817	time-20-moves	0.000817	total-len	1136.916800	subopt	1.129103	valid
AcrosstheCape.map.scen	total-time	0.000446	max-time-step	0.000446	time-20-moves	0.000446	total-len	1055.301400	subopt	1.047498	valid
AcrosstheCape.map.scen	total-time	0.000816	max-time-step	0.000816	time-20-moves	0.000816	total-len	1160.129800	subopt	1.154887	valid
AcrosstheCape.map.scen	total-time	0.000351	max-time-step	0.000351	time-20-moves	0.000351	total-len	1096.372400	subopt	1.091917	valid
AcrosstheCape.map.scen	total-time	0.000540	max-time-step	0.000540	time-20-moves	0.000540	total-len	1125.242200	subopt	1.114476	valid
AcrosstheCape.map.scen	total-time	0.000519	max-time-step	0.000519	time-20-moves	0.000519	total-len	1114.313200	subopt	1.101612	valid
AcrosstheCape.map.scen	total-time	0.000355	max-time-step	0.000355	time-20-moves	0.000355	total-len	1068.129800	subopt	1.056143	valid
AcrosstheCape.map.scen	total-time	0.000416	max-time-step	0.000416	time-20-moves	0.000416	total-len	1078.686000	subopt	1.068895	valid
AcrosstheCape.map.scen	total-time	0.000318	max-time-step	0.000318	time-20-moves	0.000318	total-len	1056.981800	subopt	1.047928	valid
AcrosstheCape.map.scen	total-time	0.000184	max-time-step	0.000184	time-20-moves	0.000184	total-len	1056.118000	subopt	1.045175	valid
AcrosstheCape.map.scen	total-time	0.000333	max-time-step	0.000333	time-20-moves	0.000333	total-len	1056.413800	subopt	1.046898	valid
AcrosstheCape.map.scen	total-time	0.000343	max-time-step	0.000343	time-20-moves	0.000343	total-len	1092.946400	subopt	1.083670	valid
AcrosstheCape.map.scen	total-time	0.000284	max-time-step	0.000284	time-20-moves	0.000284	total-len	1076.171200	subopt	1.066033	valid
AcrosstheCape.map.scen	total-time	0.000526	max-time-step	0.000526	time-20-moves	0.000526	total-len	1109.473000	subopt	1.099228	valid
AcrosstheCape.map.scen	total-time	0.000547	max-time-step	0.000547	time-20-moves	0.000547	total-len	1099.301400	subopt	1.083162	valid
AcrosstheCape.map.scen	total-time	0.000289	max-time-step	0.000289	time-20-moves	0.000289	total-len	1050.561800	subopt	1.034384	valid
AcrosstheCape.map.scen	total-time	0.000422	max-time-step	0.000422	time-20-moves	0.000422	total-len	1168.573600	subopt	1.153588	valid
AcrosstheCape.map.scen	total-time	0.000433	max-time-step	0.000433	time-20-moves	0.000433	total-len	1055.029200	subopt	1.039171	valid
AcrosstheCape.map.scen	total-time	0.000789	max-time-step	0.000789	time-20-moves	0.000789	total-len	1137.757000	subopt	1.124210	valid
AcrosstheCape.map.scen	total-time	0.000285	max-time-step	0.000285	time-20-moves	0.000285	total-len	1061.514400	subopt	1.048668	valid
AcrosstheCape.map.scen	total-time	0.000419	max-time-step	0.000419	time-20-moves	0.000419	total-len	1064.088400	subopt	1.049169	valid
AcrosstheCape.map.scen	total-time	0.000370	max-time-step	0.000370	time-20-moves	0.000370	total-len	1042.313200	subopt	1.027112	valid
AcrosstheCape.map.scen	total-time	0.000295	max-time-step	0.000295	time-20-moves	0.000295	total-len	1112.668200	subopt	1.099008	valid
AcrosstheCape.map.scen	total-time	0.000421	max-time-step	0.000421	time-20-moves	0.000421	total-len	1095.946400	subopt	1.080708	valid
AcrosstheCape.map.scen	total-time	0.000404	max-time-step	0.000404	time-20-moves	0.000404	total-len	1084.242200	subopt	1.064893	valid
AcrosstheCape.map.scen	total-time	0.000382	max-time-step	0.000382	time-20-moves	0.000382	total-len	1074.342800	subopt	1.054652	valid
AcrosstheCape.map.scen	total-time	0.000647	max-time-step	0.000647	time-20-moves	0.000647	total-len	1075.260000	subopt	1.056528	valid
AcrosstheCape.map.scen	total-time	0.000432	max-time-step	0.000432	time-20-moves	0.000432	total-len	1101.609200	subopt	1.082993	valid
AcrosstheCape.map.scen	total-time	0.000184	max-time-step	0.000184	time-20-moves	0.000184	total-len	1061.555800	subopt	1.041088	valid
AcrosstheCape.map.scen	total-time	0.000384	max-time-step	0.000384	time-20-moves	0.000384	total-len	1070.070600	subopt	1.049840	valid
AcrosstheCape.map.scen	total-time	0.000563	max-time-step	0.000563	time-20-moves	0.000563	total-len	1070.763000	subopt	1.052771	valid
AcrosstheCape.map.scen	total-time	0.000337	max-time-step	0.000337	time-20-moves	0.000337	total-len	1067.845800	subopt	1.047411	valid
AcrosstheCape.map.scen	total-time	0.000557	max-time-step	0.000557	time-20-moves	0.000557	total-len	1128.473000	subopt	1.106856	valid
AcrosstheCape.map.scen	total-time	0.000335	max-time-step	0.000335	time-20-moves	0.000335	total-len	1159.029200	subopt	1.137563	valid
AcrosstheCape.map.scen	total-time	0.000545	max-time-step	0.000545	time-20-moves	0.000545	total-len	1071.644600	subopt	1.047336	valid
AcrosstheCape.map.scen	total-time	0.000469	max-time-step	0.000469	time-20-moves	0.000469	total-len	1069.017400	subopt	1.044615	valid
AcrosstheCape.map.scen	total-time	0.000396	max-time-step	0.000396	time-20-moves	0.000396	total-len	1112.798400	subopt	1.086972	valid
AcrosstheCape.map.scen	total-time	0.000268	max-time-step	0.000268	time-20-moves	0.000268	total-len	1070.810200	subopt	1.046295	valid
AcrosstheCape.map.scen	total-time	0.000299	max-time-step	0.000299	time-20-moves	0.000299	total-len	1084.928600	subopt	1.062759	valid
AcrosstheCape.map.scen	total-time	0.000516	max-time-step	0.000516	time-20-moves	0.000516	total-len	1131.727400	subopt	1.108504	valid
AcrosstheCape.map.scen	total-time	0.000261	max-time-step	0.000261	time-20-moves	0.000261	total-len	1082.798400	subopt	1.060704	valid
AcrosstheCape.map.scen	total-time	0.000421	max-time-step	0.000421	time-20-moves	0.000421	total-len	1120.757000	subopt	1.097243	valid
AcrosstheCape.map.scen	total-time	0.000278	max-time-step	0.000278	time-20-moves	0.000278	total-len	1071.425600	subopt	1.047409	valid
AcrosstheCape.map.scen	total-time	0.000538	max-time-step	0.000538	time-20-moves	0.000538	total-len	1067.615000	subopt	1.042878	valid
AcrosstheCape.map.scen	total-time	0.000214	max-time-step	0.000214	time-20-moves	0.000214	total-len	1077.798400	subopt	1.051552	valid
AcrosstheCape.map.scen	total-time	0.000256	max-time-step	0.000256	time-20-moves	0.000256	total-len	1084.129800	subopt	1.056791	valid
AcrosstheCape.map.scen	total-time	0.000345	max-time-step	0.000345	time-20-moves	0.000345	total-len	1085.260000	subopt	1.056307	valid
AcrosstheCape.map.scen	total-time	0.000393	max-time-step	0.000393	time-20-moves	0.000393	total-len	1094.768800	subopt	1.065645	valid
AcrosstheCape.map.scen	total-time	0.000892	max-time-step	0.000892	time-20-moves	0.000892	total-len	1161.437400	subopt	1.132889	valid
AcrosstheCape.map.scen	total-time	0.000357	max-time-step	0.000357	time-20-moves	0.000357	total-len	1072.159400	subopt	1.046714	valid
AcrosstheCape.map.scen	total-time	0.000614	max-time-step	0.000614	time-20-moves	0.000614	total-len	1083.171200	subopt	1.054643	valid
AcrosstheCape.map.scen	total-time	0.000505	max-time-step	0.000505	time-20-moves	0.000505	total-len	1079.147600	subopt	1.051237	valid
AcrosstheCape.map.scen	total-time	0.000362	max-time-step	0.000362	time-20-moves	0.000362	total-len	1073.402000	subopt	1.046231	valid
AcrosstheCape.map.scen	total-time	0.000272	max-time-step	0.000272	time-20-moves	0.000272	total-len	1085.265800	subopt	1.057012	valid
AcrosstheCape.map.scen	total-time	0.000320	max-time-step	0.000320	time-20-moves	0.000320	total-len	1066.189000	subopt	1.033870	valid
AcrosstheCape.map.scen	total-time	0.000688	max-time-step	0.000688	time-20-moves	0.000688	total-len	1135.159400	subopt	1.103425	valid
AcrosstheCape.map.scen	total-time	0.000348	max-time-step	0.000348	time-20-moves	0.000348	total-len	1110.946400	subopt	1.080109	valid
AcrosstheCape.map.scen	total-time	0.000353	max-time-step	0.000353	time-20-moves	0.000353	total-len	1076.697800	subopt	1.043949	valid
AcrosstheCape.map.scen	total-time	0.000363	max-time-step	0.000363	time-20-moves	0.000363	total-len	1082.910800	subopt	1.049902	valid
AcrosstheCape.map.scen	total-time	0.000538	max-time-step	0.000538	time-20-moves	0.000538	total-len	1076.041000	subopt	1.046641	valid
AcrosstheCape.map.scen	total-time	0.000370	max-time-step	0.000370	time-20-moves	0.000370	total-len	1098.372400	subopt	1.064500	valid
AcrosstheCape.map.scen	total-time	0.000287	max-time-step	0.000287	time-20-moves	0.000287	total-len	1078.484800	subopt	1.046849	valid
AcrosstheCape.map.scen	total-time	0.000799	max-time-step	0.000799	time-20-moves	0.000799	total-len	1181.845800	subopt	1.147223	valid
AcrosstheCape.map.scen	total-time	0.000439	max-time-step	0.000439	time-20-moves	0.000439	total-len	1115.390200	subopt	1.084609	valid
AcrosstheCape.map.scen	total-time	0.000604	max-time-step	0.000604	time-20-moves	0.000604	total-len	1137.875400	subopt	1.099099	valid
AcrosstheCape.map.scen	total-time	0.000889	max-time-step	0.000889	time-20-moves	0.000889	total-len	1168.254000	subopt	1.128606	valid
AcrosstheCape.map.scen	total-time	0.000413	max-time-step	0.000413	time-20-moves	0.000413	total-len	1099.952200	subopt	1.062889	valid
AcrosstheCape.map.scen	total-time	0.000194	max-time-step	0.000194	time-20-moves	0.000194	total-len	1071.407800	subopt	1.037844	valid
AcrosstheCape.map.scen	total-time	0.000372	max-time-step	0.000372	time-20-moves	0.000372	total-len	1085.757000	subopt	1.049477	valid
AcrosstheCape.map.scen	total-time	0.000296	max-time-step	0.000296	time-20-moves	0.000296	total-len	1081.550000	subopt	1.044925	valid
AcrosstheCape.map.scen	total-time	0.000398	max-time-step	0.000398	time-20-moves	0.000398	total-len	1070.153400	subopt	1.036528	valid
AcrosstheCape.map.scen	total-time	0.000416	max-time-step	0.000416	time-20-moves	0.000416	total-len	1093.774800	subopt	1.056552	valid
AcrosstheCape.map.scen	total-time	0.000309	max-time-step	0.000309	time-20-moves	0.000309	total-len	1083.757000	subopt	1.049694	valid
AcrosstheCape.map.scen	total-time	0.000422	max-time-step	0.000422	time-20-moves	0.000422	total-len	1166.828000	subopt	1.127948	valid
